site_name,town,county,permit_type,activity,status,latitude,longitude,permit_regime
Fford Fawr Farm EPR/KP3336MP,Hereford,Herefordshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.05093936518651,-3.1802944923444247,Installation
Fford Fawr Farm EPR/KP3336MP,Hereford,Herefordshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.05093936518651,-3.1802944923444247,Installation
Mwyndy Solid Fuel Briquette Manufacturer EA/EPR/VP3132LJ/V002,,Rhondda Cynon Taf,Bespoke,,Effective,51.52656415244129,-3.3621540328071546,Installation
Flint Paper Mill EPR/BJ9703IM,Flint,Flintshire,Bespoke,,Effective,53.25371736063136,-3.145544974690765,Installation
Flint Paper Mill EPR/BJ9703IM,Flint,Flintshire,Bespoke,,Effective,53.25371736063136,-3.145544974690765,Installation
Stud Poultry Farm,KNIGHTON,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.302500719668984,-3.144149608942171,Installation
Stud Poultry Farm,KNIGHTON,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.302500719668984,-3.144149608942171,Installation
Rassau Battery Manufacturing EPR/BV5386IX,,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, producing non-ferrous metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic activities",Effective,51.80142184427946,-3.2338069340945896,Installation
Rassau Battery Manufacturing EPR/BV5386IX,,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, producing non-ferrous metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic activities",Effective,51.80142184427946,-3.2338069340945896,Installation
Rassau Battery Manufacturing EPR/BV5386IX,,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, producing non-ferrous metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic activities",Effective,51.80142184427946,-3.2338069340945896,Installation
Rassau Battery Manufacturing EPR/BV5386IX,,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, producing non-ferrous metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic activities",Effective,51.80142184427946,-3.2338069340945896,Installation
Rassau Battery Manufacturing EPR/BV5386IX,,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, producing non-ferrous metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic activities",Effective,51.80142184427946,-3.2338069340945896,Installation
Rassau Battery Manufacturing EPR/BV5386IX,,Blaenau Gwent,Bespoke,"Unless falling within Part A(2) of this Section, producing non-ferrous metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic activities",Effective,51.80142184427946,-3.2338069340945896,Installation
Ruabon Electro Ceramics,WREXHAM,CLWYD,Bespoke,"Unless falling within any other Section, any manufacturing activity (other than …",Effective,53.003187320669554,-3.037117645609927,Installation
Ruabon Electro Ceramics,WREXHAM,CLWYD,Bespoke,"Unless falling within any other Section, any manufacturing activity (other than …",Effective,53.003187320669554,-3.037117645609927,Installation
Lake Farm EPR/ZP3838WE,,,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,52.51565609212991,-3.116964526022165,Installation
Building 2,Waunarlwydd,Swansea,Bespoke,,Effective,51.64567111569269,-4.020042395785759,Installation
Morfa Hazardous Landfill,Port Talbot,,Bespoke,"The disposal of waste in a landfill receiving more than 10 tonnes of waste in any day, or with a total capacity of more than 25,000 tonnes, but excluding disposals in a landfill taking only inert wast",Effective,51.54410365493668,-3.7663299514787547,Installation
Morfa Hazardous Landfill,Port Talbot,,Bespoke,"The disposal of waste in a landfill receiving more than 10 tonnes of waste in any day, or with a total capacity of more than 25,000 tonnes, but excluding disposals in a landfill taking only inert wast",Effective,51.54410365493668,-3.7663299514787547,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Tremorfa Anaerobic Digestion Facility,Cardiff,,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.47741017502949,-3.1372615241035153,Installation
Cott Wrexham (Calypso) Manufacturing Site,Wrexham,Wrexham,Bespoke,"Treatment and processing, other than exclusively packaging, of the following raw materials, whether previously processed or unprocessed, intended for the production of food or feed (where the weight o",Effective,53.03748075030856,-2.9250870824310216,Installation
Nant Coed Farm Poultry Unit,Nantycaws,Carmarthenshire,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.83283385488587,-4.229290051897808,Installation
Greenway Farm,Brecon,Powys,Bespoke,"Rearing poultry or pigs intensively in an installation with more than 40,000 places for poultry",Effective,51.93460113032031,-3.327292388667097,Installation
Parc Stormy Anaerobic Digestion Facility,Bridgend,Mid Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.50695277121517,-3.66958605437224,Installation
Parc Stormy Anaerobic Digestion Facility,Bridgend,Mid Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.50695277121517,-3.66958605437224,Installation
Parc Stormy Anaerobic Digestion Facility,Bridgend,Mid Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.50695277121517,-3.66958605437224,Installation
Parc Stormy Anaerobic Digestion Facility,Bridgend,Mid Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.50695277121517,-3.66958605437224,Installation
Parc Stormy Anaerobic Digestion Facility,Bridgend,Mid Glamorgan,Bespoke,Recovery or a mix of recovery and disposal of non-hazardous waste with a capacity exceeding 75 tonnes per day (or 100 tonnes per day if the only waste treatment activity is anaerobic digestion) involv,Effective,51.50695277121517,-3.66958605437224,Installation
Cold Mill Effluent Treatment Plant,Port Talbot,Neath Port Talbot,Bespoke,,Effective,51.56398604104954,-3.7597278693091396,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
Parc Adfer Energy Recovery Facility,Deeside,Flintshire,Bespoke,The incineration of non-hazardous waste in a waste incineration plant or waste co-incineration plant with a capacity exceeding 3 tonnes per hour,Effective,53.237283316645716,-3.0346781834324132,Installation
